Drone ID,Application,Drone Size,Drone Model,Manufacturer,Propeller Count,Max Carry Weight (kg),Actual Carry Weight (kg),Payload Type,Payload Description,Altitude (meters),Flight Duration (minutes),Distance Flown (km),Operator ID,Flight Date,Battery Remaining (%),GPS Accuracy (meters),Wind Speed (m/s),Obstacles Encountered,Flight Status,Regulatory Approval ID,Notes,label
D347,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Consumer goods,67,22.0,7.3,OP015,2025-09-17,87,1.7,3.2,No,Completed,REG-2025-XYZ-456,,normal
D348,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP007,2025-09-18,95,1.2,2.3,No,Completed,REG-2025-ABC-789,,sensor_weather_anomaly
D349,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Fungicide,30,32.0,10.8,OP003,2025-09-19,42,3.3,7.5,Yes,Completed,REG-2025-DEF-901,,route_anomaly
D350,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP002,2025-09-20,65,2.4,5.6,Yes,Completed,REG-2025-GHI-234,,route_anomaly
D351,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP011,2025-09-21,90,1.4,2.9,No,Completed,REG-2025-JKL-567,,sensor_weather_anomaly
D352,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,89,20.0,5.8,OP004,2025-09-22,93,1.1,2.1,No,Completed,REG-2025-MNO-890,,sensor_weather_anomaly
D353,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Insecticide,34,34.0,10.1,OP003,2025-09-23,47,3.1,7.2,Yes,Completed,REG-2025-OPQ-123,,route_anomaly
D354,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP002,2025-09-24,68,2.2,5.3,Yes,Completed,REG-2025-RST-456,,route_anomaly
D355,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Fragile goods,71,25.0,7.2,OP015,2025-09-25,86,1.8,3.5,No,Completed,REG-2025-UVW-789,,sensor_weather_anomaly
D356,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Telephoto,81,17.0,5.3,OP007,2025-09-26,98,1.3,2.4,No,Completed,REG-2025-XYZ-012,,sensor_weather_anomaly
D357,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Herbicide,26,32.0,9.2,OP003,2025-09-27,41,3.4,7.7,Yes,Completed,REG-2025-ABC-345,,route_anomaly
D358,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.3,Camera,Zoom,104,42.0,13.9,OP002,2025-09-28,62,2.5,5.7,Yes,Completed,REG-2025-DEF-678,,route_anomaly
D359,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Gift,70,19.0,6.1,OP011,2025-09-29,94,1.5,2.8,No,Completed,REG-2025-GHI-901,,normal
D360,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,87,20.0,5.7,OP004,2025-09-30,95,1.1,2.2,No,Completed,REG-2025-JKL-234,,sensor_weather_anomaly
D361,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.6,Liquid Tank,Fungicide,33,33.0,10.5,OP003,2025-10-01,46,3.3,7.3,Yes,Completed,REG-2025-MNO-567,,route_anomaly
D362,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,109,38.0,12.2,OP002,2025-10-02,69,2.1,5.4,Yes,Completed,REG-2025-OPQ-890,,route_anomaly
D363,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Electronics,66,23.0,7.5,OP015,2025-10-03,89,1.7,3.1,No,Completed,REG-2025-RST-123,,normal
D364,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide lens,82,18.0,5.9,OP007,2025-10-04,97,1.2,2.5,No,Completed,REG-2025-UVW-456,,sensor_weather_anomaly
D365,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Insecticide,28,35.0,9.8,OP003,2025-10-05,43,3.5,7.6,Yes,Completed,REG-2025-XYZ-789,,route_anomaly
D366,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,103,41.0,13.1,OP002,2025-10-06,64,2.4,5.2,Yes,Completed,REG-2025-ABC-012,,route_anomaly
D367,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Clothing,73,19.0,6.1,OP011,2025-10-07,92,1.4,2.7,No,Completed,REG-2025-DEF-345,,sensor_weather_anomaly
D368,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.5,OP004,2025-10-08,96,1.3,2.3,No,Completed,REG-2025-GHI-678,,sensor_weather_anomaly
D369,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Herbicide,31,33.0,9.5,OP003,2025-10-09,40,3.3,7.9,Yes,Completed,REG-2025-JKL-901,,route_anomaly
D370,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Gas,106,39.0,12.8,OP002,2025-10-10,67,2.2,5.5,Yes,Completed,REG-2025-MNO-234,,route_anomaly
D371,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.2,Package,Documents,69,24.0,7.9,OP015,2025-10-11,87,1.8,3.4,No,Completed,REG-2025-OPQ-567,,normal
D372,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,ND filter,88,17.0,5.2,OP007,2025-10-12,99,1.1,2.1,No,Completed,REG-2025-RST-890,,sensor_weather_anomaly
D373,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Fungicide,34,34.0,10.2,OP003,2025-10-13,45,3.4,7.7,Yes,Completed,REG-2025-UVW-123,,route_anomaly
D374,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Visual,104,40.0,13.5,OP002,2025-10-14,63,2.3,5.1,Yes,Completed,REG-2025-XYZ-456,,route_anomaly
D375,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Electronics,71,18.0,6.3,OP011,2025-10-15,90,1.5,2.8,No,Completed,REG-2025-ABC-789,,sensor_weather_anomaly
D376,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,83,19.0,5.6,OP004,2025-10-16,93,1.2,2.4,No,Completed,REG-2025-DEF-901,,sensor_weather_anomaly
D377,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Insecticide,29,32.0,9.9,OP003,2025-10-17,44,3.2,7.5,Yes,Completed,REG-2025-GHI-234,,route_anomaly
D378,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Temperature,107,42.0,12.8,OP002,2025-10-18,66,2.4,5.3,Yes,Completed,REG-2025-JKL-567,,route_anomaly
D379,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.4,Package,Small items,72,25.0,7.1,OP015,2025-10-19,86,1.9,3.2,No,Completed,REG-2025-MNO-890,,sensor_weather_anomaly
D380,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,89,21.0,6.5,OP007,2025-10-20,97,1.3,2.5,No,Completed,REG-2025-OPQ-123,,sensor_weather_anomaly
D381,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Herbicide,32,31.0,10.5,OP003,2025-10-21,41,3.1,7.4,Yes,Completed,REG-2025-RST-456,,route_anomaly
D382,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Infrared,104,38.0,13.2,OP002,2025-10-22,69,2.2,5.1,Yes,Completed,REG-2025-UVW-789,,route_anomaly
D383,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Documents,70,17.0,5.8,OP011,2025-10-23,93,1.6,2.8,No,Completed,REG-2025-XYZ-012,,normal
D384,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard,83,20.0,5.9,OP004,2025-10-24,95,1.1,2.3,No,Completed,REG-2025-ABC-345,,sensor_weather_anomaly
D385,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.9,Liquid Tank,Fungicide,27,35.0,9.8,OP003,2025-10-25,44,3.5,7.7,Yes,Completed,REG-2025-DEF-678,,route_anomaly
D386,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Pressure,108,41.0,12.5,OP002,2025-10-26,67,2.3,5.4,Yes,Completed,REG-2025-GHI-901,,route_anomaly
D387,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.7,Package,Consumer goods,68,22.0,7.1,OP015,2025-10-27,88,1.7,3.5,No,Completed,REG-2025-JKL-234,,normal
D388,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Zoom lens,81,19.0,5.2,OP007,2025-10-28,96,1.2,2.1,No,Completed,REG-2025-MNO-567,,sensor_weather_anomaly
D389,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.3,Liquid Tank,Insecticide,30,32.0,10.8,OP003,2025-10-29,42,3.3,7.6,Yes,Completed,REG-2025-OPQ-890,,route_anomaly
D390,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.6,Camera,High-res,105,39.0,13.8,OP002,2025-10-30,65,2.4,5.2,Yes,Completed,REG-2025-RST-123,,route_anomaly
D391,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Small package,72,16.0,6.2,OP011,2025-10-31,91,1.4,2.9,No,Completed,REG-2025-UVW-456,,sensor_weather_anomaly
D392,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.9,Camera,Wide angle,86,20.0,5.5,OP004,2025-11-01,94,1.1,2.3,No,Completed,REG-2025-XYZ-789,,sensor_weather_anomaly
D393,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,33,34.0,10.1,OP003,2025-11-02,47,3.1,7.1,Yes,Completed,REG-2025-ABC-012,,route_anomaly
D394,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Vibration,109,40.0,12.5,OP002,2025-11-03,68,2.2,5.5,Yes,Completed,REG-2025-DEF-345,,route_anomaly
D395,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Fragile goods,70,25.0,7.9,OP015,2025-11-04,83,1.8,3.4,No,Completed,REG-2025-GHI-678,,normal
D396,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,84,17.0,5.3,OP007,2025-11-05,97,1.3,2.2,No,Completed,REG-2025-JKL-901,,sensor_weather_anomaly
D397,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Fungicide,29,32.0,9.2,OP003,2025-11-06,40,3.4,7.8,Yes,Completed,REG-2025-MNO-234,,route_anomaly
D398,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP002,2025-11-07,62,2.5,5.7,Yes,Completed,REG-2025-OPQ-567,,route_anomaly
D399,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP011,2025-11-08,92,1.5,2.9,No,Completed,REG-2025-RST-890,,sensor_weather_anomaly
D400,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,85,20.0,5.7,OP004,2025-11-09,94,1.1,2.1,No,Completed,REG-2025-UVW-123,,sensor_weather_anomaly
D401,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Insecticide,32,33.0,10.5,OP003,2025-11-10,45,3.3,7.3,Yes,Completed,REG-2025-XYZ-456,,route_anomaly
D402,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP002,2025-11-11,69,2.1,5.4,Yes,Completed,REG-2025-ABC-789,,route_anomaly
D403,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Electronics,67,23.0,7.2,OP015,2025-11-12,84,1.8,3.2,No,Completed,REG-2025-DEF-901,,normal
D404,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Wide lens,89,18.0,5.9,OP007,2025-11-13,97,1.2,2.4,No,Completed,REG-2025-GHI-234,,sensor_weather_anomaly
D405,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Herbicide,30,32.0,10.8,OP003,2025-11-14,42,3.3,7.5,Yes,Completed,REG-2025-JKL-567,,route_anomaly
D406,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP002,2025-11-15,65,2.4,5.6,Yes,Completed,REG-2025-MNO-890,,route_anomaly
D407,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP011,2025-11-16,90,1.4,2.9,No,Completed,REG-2025-OPQ-123,,sensor_weather_anomaly
D408,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,86,20.0,5.8,OP004,2025-11-17,93,1.1,2.1,No,Completed,REG-2025-RST-456,,sensor_weather_anomaly
D409,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Fungicide,34,34.0,10.1,OP003,2025-11-18,47,3.1,7.2,Yes,Completed,REG-2025-UVW-789,,route_anomaly
D410,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP002,2025-11-19,68,2.2,5.3,Yes,Completed,REG-2025-XYZ-012,,route_anomaly
D411,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Fragile goods,70,25.0,7.9,OP015,2025-11-20,83,1.8,3.4,No,Completed,REG-2025-ABC-345,,normal
D412,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,84,17.0,5.3,OP007,2025-11-21,97,1.3,2.2,No,Completed,REG-2025-DEF-678,,sensor_weather_anomaly
D413,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Insecticide,29,32.0,9.2,OP003,2025-11-22,40,3.4,7.8,Yes,Completed,REG-2025-GHI-901,,route_anomaly
D414,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP002,2025-11-23,62,2.5,5.7,Yes,Completed,REG-2025-JKL-234,,route_anomaly
D415,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP011,2025-11-24,92,1.5,2.9,No,Completed,REG-2025-MNO-567,,sensor_weather_anomaly
D416,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,85,20.0,5.7,OP004,2025-11-25,94,1.1,2.1,No,Completed,REG-2025-OPQ-890,,sensor_weather_anomaly
D417,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Herbicide,32,33.0,10.5,OP003,2025-11-26,45,3.3,7.3,Yes,Completed,REG-2025-RST-123,,route_anomaly
D418,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP002,2025-11-27,69,2.1,5.4,Yes,Completed,REG-2025-UVW-456,,route_anomaly
D419,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Electronics,67,23.0,7.2,OP015,2025-11-28,84,1.8,3.2,No,Completed,REG-2025-XYZ-789,,normal
D420,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Wide lens,89,18.0,5.9,OP007,2025-11-29,97,1.2,2.4,No,Completed,REG-2025-ABC-012,,sensor_weather_anomaly
D421,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Fungicide,31,35.0,9.8,OP003,2025-11-30,40,3.5,7.9,Yes,Completed,REG-2025-DEF-345,,route_anomaly
D422,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,102,41.0,13.5,OP002,2025-12-01,63,2.3,5.1,Yes,Completed,REG-2025-GHI-678,,route_anomaly
D423,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Clothing,72,19.0,6.3,OP011,2025-12-02,91,1.4,2.8,No,Completed,REG-2025-JKL-901,,sensor_weather_anomaly
D424,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.9,OP004,2025-12-03,94,1.3,2.5,No,Completed,REG-2025-MNO-234,,sensor_weather_anomaly
D425,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Insecticide,29,33.0,9.8,OP003,2025-12-04,43,3.3,7.6,Yes,Completed,REG-2025-OPQ-567,,route_anomaly
D426,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Gas,108,39.0,12.1,OP002,2025-12-05,69,2.2,5.1,Yes,Completed,REG-2025-RST-890,,route_anomaly
D427,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Documents,68,24.0,7.1,OP015,2025-12-06,85,1.8,3.4,No,Completed,REG-2025-UVW-123,,normal
D428,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,ND filter,82,17.0,5.5,OP007,2025-12-07,97,1.1,2.2,No,Completed,REG-2025-XYZ-456,,sensor_weather_anomaly
D429,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.9,Liquid Tank,Herbicide,32,34.0,10.5,OP003,2025-12-08,40,3.4,7.8,Yes,Completed,REG-2025-ABC-789,,route_anomaly
D430,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Visual,105,40.0,13.2,OP002,2025-12-09,64,2.3,5.5,Yes,Completed,REG-2025-DEF-901,,route_anomaly
D431,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Electronics,70,18.0,6.1,OP011,2025-12-10,93,1.5,2.9,No,Completed,REG-2025-GHI-234,,normal
D432,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,87,19.0,5.7,OP004,2025-12-11,95,1.2,2.3,No,Completed,REG-2025-JKL-567,,sensor_weather_anomaly
D433,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Fungicide,28,32.0,9.5,OP003,2025-12-12,42,3.2,7.7,Yes,Completed,REG-2025-MNO-890,,route_anomaly
D434,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Temperature,109,42.0,12.8,OP002,2025-12-13,70,2.4,5.2,Yes,Completed,REG-2025-OPQ-123,,route_anomaly
D435,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Small items,69,25.0,7.5,OP015,2025-12-14,88,1.9,3.3,No,Completed,REG-2025-RST-456,,normal
D436,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Telephoto,83,21.0,6.2,OP007,2025-12-15,96,1.3,2.4,No,Completed,REG-2025-UVW-789,,sensor_weather_anomaly
D437,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Insecticide,33,31.0,10.2,OP003,2025-12-16,45,3.1,7.4,Yes,Completed,REG-2025-XYZ-012,,route_anomaly
D438,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Infrared,106,38.0,13.1,OP002,2025-12-17,63,2.2,5.4,Yes,Completed,REG-2025-ABC-345,,route_anomaly
D439,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Documents,71,17.0,5.9,OP011,2025-12-18,92,1.6,2.7,No,Completed,REG-2025-DEF-678,,sensor_weather_anomaly
D440,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard,86,20.0,5.8,OP004,2025-12-19,94,1.1,2.1,No,Completed,REG-2025-GHI-901,,sensor_weather_anomaly
D441,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Herbicide,27,35.0,9.9,OP003,2025-12-20,44,3.5,7.8,Yes,Completed,REG-2025-JKL-234,,route_anomaly
D442,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Pressure,110,41.0,12.5,OP002,2025-12-21,68,2.3,5.1,Yes,Completed,REG-2025-MNO-567,,route_anomaly
D443,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Consumer goods,67,22.0,7.3,OP015,2025-12-22,87,1.7,3.2,No,Completed,REG-2025-OPQ-890,,normal
D444,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP007,2025-12-23,95,1.2,2.3,No,Completed,REG-2025-RST-123,,sensor_weather_anomaly
D445,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.5,Liquid Tank,Fungicide,30,32.0,10.8,OP003,2025-12-24,42,3.3,7.5,Yes,Completed,REG-2025-UVW-456,,route_anomaly
D446,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP002,2025-12-25,65,2.4,5.6,Yes,Completed,REG-2025-XYZ-789,,route_anomaly
D447,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP011,2025-12-26,90,1.4,2.9,No,Completed,REG-2025-ABC-012,,sensor_weather_anomaly
D448,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,89,20.0,5.8,OP004,2025-12-27,93,1.1,2.1,No,Completed,REG-2025-DEF-345,,sensor_weather_anomaly
D449,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Insecticide,34,34.0,10.1,OP003,2025-12-28,47,3.1,7.2,Yes,Completed,REG-2025-GHI-678,,route_anomaly
D450,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP002,2025-12-29,68,2.2,5.3,Yes,Completed,REG-2025-JKL-901,,route_anomaly
D451,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Fragile goods,71,25.0,7.2,OP015,2025-12-30,86,1.8,3.5,No,Completed,REG-2025-MNO-234,,sensor_weather_anomaly
D452,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Telephoto,81,17.0,5.3,OP007,2025-12-31,98,1.3,2.4,No,Completed,REG-2025-OPQ-567,,sensor_weather_anomaly
D453,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Herbicide,26,32.0,9.2,OP003,2026-01-01,41,3.4,7.7,Yes,Completed,REG-2025-RST-890,,route_anomaly
D454,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.3,Camera,Zoom,104,42.0,13.9,OP002,2026-01-02,62,2.5,5.7,Yes,Completed,REG-2025-UVW-123,,route_anomaly
D455,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Gift,70,19.0,6.1,OP011,2026-01-03,94,1.5,2.8,No,Completed,REG-2025-XYZ-456,,normal
D456,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,87,20.0,5.7,OP004,2026-01-04,95,1.1,2.2,No,Completed,REG-2025-ABC-789,,sensor_weather_anomaly
D457,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.6,Liquid Tank,Fungicide,33,33.0,10.5,OP003,2026-01-05,46,3.3,7.3,Yes,Completed,REG-2025-DEF-901,,route_anomaly
D458,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,109,38.0,12.2,OP002,2026-01-06,69,2.1,5.4,Yes,Completed,REG-2025-GHI-234,,route_anomaly
D459,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Electronics,66,23.0,7.5,OP015,2026-01-07,89,1.7,3.1,No,Completed,REG-2025-JKL-567,,normal
D460,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide lens,82,18.0,5.9,OP007,2026-01-08,97,1.2,2.5,No,Completed,REG-2025-MNO-890,,sensor_weather_anomaly
D461,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Insecticide,28,35.0,9.8,OP003,2026-01-09,43,3.5,7.6,Yes,Completed,REG-2025-OPQ-123,,route_anomaly
D462,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,103,41.0,13.1,OP002,2026-01-10,64,2.4,5.2,Yes,Completed,REG-2025-RST-456,,route_anomaly
D463,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Clothing,73,19.0,6.1,OP011,2026-01-11,92,1.4,2.7,No,Completed,REG-2025-UVW-789,,sensor_weather_anomaly
D464,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.5,OP004,2026-01-12,96,1.3,2.3,No,Completed,REG-2025-XYZ-012,,sensor_weather_anomaly
D465,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Herbicide,31,33.0,9.5,OP003,2026-01-13,40,3.3,7.9,Yes,Completed,REG-2025-ABC-345,,route_anomaly
D466,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Gas,106,39.0,12.8,OP002,2026-01-14,67,2.2,5.5,Yes,Completed,REG-2025-DEF-678,,route_anomaly
D467,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Consumer goods,67,22.0,7.3,OP015,2026-01-15,87,1.7,3.2,No,Completed,REG-2025-GHI-901,,normal
D468,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP007,2026-01-16,95,1.2,2.3,No,Completed,REG-2025-JKL-234,,sensor_weather_anomaly
D469,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.5,Liquid Tank,Fungicide,30,32.0,10.8,OP003,2026-01-17,42,3.3,7.5,Yes,Completed,REG-2025-MNO-567,,route_anomaly
D470,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP002,2026-01-18,65,2.4,5.6,Yes,Completed,REG-2025-OPQ-890,,route_anomaly
D471,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP011,2026-01-19,90,1.4,2.9,No,Completed,REG-2025-RST-123,,sensor_weather_anomaly
